Iterations	Guesses
1166 	 3.5535
1167 	 3.5535
1168 	 3.5535
1169 	 3.5535
1170 	 3.5535
1171 	 3.5535
1172 	 3.5535
1173 	 3.5535
1174 	 3.5535
1175 	 3.5535
1176 	 3.5535
1177 	 3.5535
1178 	 3.5535
1179 	 3.5535
1180 	 3.5535
1181 	 3.5535
1182 	 3.5535
1183 	 3.5535
1184 	 3.5535
1185 	 3.5535
1186 	 3.5535
1187 	 3.5535
1188 	 3.5535
1189 	 3.5535
1190 	 3.5535
1191 	 3.5535
1192 	 3.5535
1193 	 3.5535
1194 	 3.5535
1195 	 3.5535
1196 	 3.5535
1197 	 3.5535
1198 	 3.5535
1199 	 3.5535
1200 	 3.5535
1201 	 3.5535
1202 	 3.5535
1203 	 3.5535
1204 	 3.5535
1205 	 3.5535
1206 	 3.5535
1207 	 3.5535
1208 	 3.5535
1209 	 3.5535
1210 	 3.5535
1211 	 3.5535
1212 	 3.5535
1213 	 3.5535
1214 	 3.5535
1215 	 3.5535
1216 	 3.5535
1217 	 3.5535
1218 	 3.5535
1219 	 3.5535
1220 	 3.5535
1221 	 3.5535
1222 	 3.5535
1223 	 3.5535
1224 	 3.5535
1225 	 3.5535
1226 	 3.5535
1227 	 3.5535
1228 	 3.5535
1229 	 3.5535
1230 	 3.5535
1231 	 3.5535
1232 	 3.5535
1233 	 3.5535
1234 	 3.5535
1235 	 3.5535
1236 	 3.5535
1237 	 3.5535
1238 	 3.5535
1239 	 3.5535
1240 	 3.5535
1241 	 3.5535
1242 	 3.5535
1243 	 3.5535
1244 	 3.5535
1245 	 3.5535
1246 	 3.5535
1247 	 3.5535
1248 	 3.5535
1249 	 3.5535
1250 	 3.5535
1251 	 3.5535
1252 	 3.5535
1253 	 3.5535
1254 	 3.5535
1255 	 3.5535
1256 	 3.5535
1257 	 3.5535
1258 	 3.5535
1259 	 3.5535
1260 	 3.5535
1261 	 3.5535
1262 	 3.5535
1263 	 3.5535
1264 	 3.5535
1265 	 3.5535
1266 	 3.5535
1267 	 3.5535
1268 	 3.5535
1269 	 3.5535
1270 	 3.5535
1271 	 3.5535
1272 	 3.5535
1273 	 3.5535
1274 	 3.5535
1275 	 3.5535
1276 	 3.5535
1277 	 3.5535
1278 	 3.5535
1279 	 3.5535
1280 	 3.5535
1281 	 3.5535
1282 	 3.5535
1283 	 3.5535
1284 	 3.5535
1285 	 3.5535
1286 	 3.5535
1287 	 3.5535
1288 	 3.5535
1289 	 3.5535
1290 	 3.5535
1291 	 3.5535
1292 	 3.5535
1293 	 3.5535
1294 	 3.5535
1295 	 3.5535
1296 	 3.5535
1297 	 3.5535
1298 	 3.5535
1299 	 3.5535
1300 	 3.5535
1301 	 3.5535
1302 	 3.5535
1303 	 3.5535
1304 	 3.5535
1305 	 3.5535
1306 	 3.5535
1307 	 3.5535
1308 	 3.5535
1309 	 3.5535
1310 	 3.5535
1311 	 3.5535
1312 	 3.5535
1313 	 3.5535
1314 	 3.5535
1315 	 3.5535
1316 	 3.5535
1317 	 3.5535
1318 	 3.5535
1319 	 3.5535
1320 	 3.5535
1321 	 3.5535
1322 	 3.5535
1323 	 3.5535
1324 	 3.5535
1325 	 3.5535
1326 	 3.5535
1327 	 3.5535
1328 	 3.5535
1329 	 3.5535
1330 	 3.5535
1331 	 3.5535
1332 	 3.5535
1333 	 3.5535
1334 	 3.5535
1335 	 3.5535
1336 	 3.5535
1337 	 3.5535
1338 	 3.5535
1339 	 3.5535
1340 	 3.5535
1341 	 3.5535
1342 	 3.5535
1343 	 3.5535
1344 	 3.5535
1345 	 3.5535
1346 	 3.5535
1347 	 3.5535
1348 	 3.5535
1349 	 3.5535
1350 	 3.5535
1351 	 3.5535
1352 	 3.5535
1353 	 3.5535
1354 	 3.5535
1355 	 3.5535
1356 	 3.5535
1357 	 3.5535
1358 	 3.5535
1359 	 3.5535
1360 	 3.5535
1361 	 3.5535
1362 	 3.5535
1363 	 3.5535
1364 	 3.5535
1365 	 3.5535
1366 	 3.5535
1367 	 3.5535
1368 	 3.5535
1369 	 3.5535
1370 	 3.5535
1371 	 3.5535
1372 	 3.5535
1373 	 3.5535
1374 	 3.5535
1375 	 3.5535
1376 	 3.5535
1377 	 3.5535
1378 	 3.5535
1379 	 3.5535
1380 	 3.5535
1381 	 3.5535
1382 	 3.5535
1383 	 3.5535
1384 	 3.5535
1385 	 3.5535
1386 	 3.5535
1387 	 3.5535
1388 	 3.5535
1389 	 3.5535
1390 	 3.5535
1391 	 3.5535
1392 	 3.5535
1393 	 3.5535
1394 	 3.5535
1395 	 3.5535
1396 	 3.5535
1397 	 3.5535
1398 	 3.5535
1399 	 3.5535
1400 	 3.5535
1401 	 3.5535
1402 	 3.5535
1403 	 3.5535
1404 	 3.5535
1405 	 3.5535
1406 	 3.5535
1407 	 3.5535
1408 	 3.5535
1409 	 3.5535
1410 	 3.5535
1411 	 3.5535
1412 	 3.5535
1413 	 3.5535
1414 	 3.5535
1415 	 3.5535
1416 	 3.5535
1417 	 3.5535
1418 	 3.5535
1419 	 3.5535
1420 	 3.5535
1421 	 3.5535
1422 	 3.5535
1423 	 3.5535
1424 	 3.5535
1425 	 3.5535
1426 	 3.5535
1427 	 3.5535
1428 	 3.5535
1429 	 3.5535
1430 	 3.5535
1431 	 3.5535
1432 	 3.5535
1433 	 3.5535
1434 	 3.5535
1435 	 3.5535
1436 	 3.5535
1437 	 3.5535
1438 	 3.5535
1439 	 3.5535
1440 	 3.5535
1441 	 3.5535
1442 	 3.5535
1443 	 3.5535
1444 	 3.5535
1445 	 3.5535
1446 	 3.5535
1447 	 3.5535
1448 	 3.5535
1449 	 3.5535
1450 	 3.5535
1451 	 3.5535
1452 	 3.5535
1453 	 3.5535
1454 	 3.5535
1455 	 3.5535
1456 	 3.5535
1457 	 3.5535
1458 	 3.5535
1459 	 3.5535
1460 	 3.5535
1461 	 3.5535
1462 	 3.5535
1463 	 3.5535
1464 	 3.5535
1465 	 3.5535
1466 	 3.5535
1467 	 3.5535
1468 	 3.5535
1469 	 3.5535
1470 	 3.5535
1471 	 3.5535
1472 	 3.5535
1473 	 3.5535
1474 	 3.5535
1475 	 3.5535
1476 	 3.5535
1477 	 3.5535
1478 	 3.5535
1479 	 3.5535
1480 	 3.5535
1481 	 3.5535
1482 	 3.5535
1483 	 3.5535
1484 	 3.5535
1485 	 3.5535
1486 	 3.5535
1487 	 3.5535
1488 	 3.5535
1489 	 3.5535
1490 	 3.5535
1491 	 3.5535
1492 	 3.5535
1493 	 3.5535
1494 	 3.5535
1495 	 3.5535
