Iterations	Guesses
506 	 3.5532
507 	 3.5532
508 	 3.5532
509 	 3.5532
510 	 3.5532
511 	 3.5532
512 	 3.5532
513 	 3.5532
514 	 3.5532
515 	 3.5532
516 	 3.5532
517 	 3.5532
518 	 3.5532
519 	 3.5532
520 	 3.5532
521 	 3.5532
522 	 3.5532
523 	 3.5529
524 	 3.5529
525 	 3.5529
526 	 3.5529
527 	 3.5529
528 	 3.5529
529 	 3.5529
530 	 3.5529
531 	 3.5529
532 	 3.5529
533 	 3.5529
534 	 3.5529
535 	 3.5529
536 	 3.5529
537 	 3.5529
538 	 3.5529
539 	 3.5529
540 	 3.5529
541 	 3.5529
542 	 3.5529
543 	 3.5529
544 	 3.5529
545 	 3.5529
546 	 3.5529
547 	 3.5529
548 	 3.5529
549 	 3.5529
550 	 3.5529
551 	 3.5529
552 	 3.5529
553 	 3.5529
554 	 3.5529
555 	 3.5529
556 	 3.5529
557 	 3.5529
558 	 3.5529
559 	 3.5529
560 	 3.5529
561 	 3.5529
562 	 3.5529
563 	 3.5529
564 	 3.5529
565 	 3.5529
566 	 3.5529
567 	 3.5529
568 	 3.5529
569 	 3.5529
570 	 3.5529
571 	 3.5529
572 	 3.5529
573 	 3.5529
574 	 3.5529
575 	 3.5529
576 	 3.5529
577 	 3.5529
578 	 3.5529
579 	 3.5529
580 	 3.5529
581 	 3.5529
582 	 3.5529
583 	 3.5529
584 	 3.5529
585 	 3.5529
586 	 3.5529
587 	 3.5529
588 	 3.5529
589 	 3.5529
590 	 3.5529
591 	 3.5529
592 	 3.5529
593 	 3.5529
594 	 3.5529
595 	 3.5529
596 	 3.5529
597 	 3.5529
598 	 3.5529
599 	 3.5529
600 	 3.5529
601 	 3.5529
602 	 3.5529
603 	 3.5529
604 	 3.5529
605 	 3.5529
606 	 3.5529
607 	 3.5529
608 	 3.5529
609 	 3.5529
610 	 3.5529
611 	 3.5529
612 	 3.5529
613 	 3.5529
614 	 3.5529
615 	 3.5529
616 	 3.5529
617 	 3.5529
618 	 3.5529
619 	 3.5529
620 	 3.5529
621 	 3.5529
622 	 3.5529
623 	 3.5529
624 	 3.5529
625 	 3.5529
626 	 3.5529
627 	 3.5529
628 	 3.5529
629 	 3.5529
630 	 3.5529
631 	 3.5529
632 	 3.5529
633 	 3.5529
634 	 3.5529
635 	 3.5529
636 	 3.5529
637 	 3.5529
638 	 3.5529
639 	 3.5529
640 	 3.5529
641 	 3.5529
642 	 3.5529
643 	 3.5529
644 	 3.5529
645 	 3.5529
646 	 3.5529
647 	 3.5529
648 	 3.5529
649 	 3.5529
650 	 3.5529
651 	 3.5529
652 	 3.5529
653 	 3.5529
654 	 3.5529
655 	 3.5529
656 	 3.5529
657 	 3.5529
658 	 3.5529
659 	 3.5529
660 	 3.5529
661 	 3.5529
662 	 3.5529
663 	 3.5529
664 	 3.5529
665 	 3.5529
666 	 3.5529
667 	 3.5529
668 	 3.5529
669 	 3.5529
670 	 3.5529
671 	 3.5529
672 	 3.5529
673 	 3.5529
674 	 3.5529
675 	 3.5529
676 	 3.5529
677 	 3.5529
678 	 3.5529
679 	 3.5529
680 	 3.5529
681 	 3.5529
682 	 3.5529
683 	 3.5529
684 	 3.5529
685 	 3.5529
686 	 3.5529
687 	 3.5529
688 	 3.5529
689 	 3.5529
690 	 3.5529
691 	 3.5529
692 	 3.5529
693 	 3.5529
694 	 3.5529
695 	 3.5529
696 	 3.5529
697 	 3.5529
698 	 3.5529
699 	 3.5529
700 	 3.5529
701 	 3.5529
702 	 3.5529
703 	 3.5529
704 	 3.5529
705 	 3.5529
706 	 3.5529
707 	 3.5529
708 	 3.5529
709 	 3.5529
710 	 3.5529
711 	 3.5529
712 	 3.5529
713 	 3.5529
714 	 3.5529
715 	 3.5529
716 	 3.5529
717 	 3.5529
718 	 3.5529
719 	 3.5529
720 	 3.5529
721 	 3.5529
722 	 3.5529
723 	 3.5529
724 	 3.5529
725 	 3.5529
726 	 3.5529
727 	 3.5529
728 	 3.5529
729 	 3.5529
730 	 3.5529
731 	 3.5529
732 	 3.5529
733 	 3.5529
734 	 3.5529
735 	 3.5529
736 	 3.5529
737 	 3.5529
738 	 3.5529
739 	 3.5529
740 	 3.5529
741 	 3.5529
742 	 3.5529
743 	 3.5529
744 	 3.5529
745 	 3.5529
746 	 3.5529
747 	 3.5529
748 	 3.5529
749 	 3.5529
750 	 3.5529
751 	 3.5529
752 	 3.5529
753 	 3.5529
754 	 3.5529
755 	 3.5529
756 	 3.5529
757 	 3.5529
758 	 3.5529
759 	 3.5529
760 	 3.5529
761 	 3.5529
762 	 3.5529
763 	 3.5529
764 	 3.5529
765 	 3.5529
766 	 3.5529
767 	 3.5529
